Timestamp(ms),Current(uA)
31160,48169.617
31170,48181.039
31180,48175.313
31190,48290.445
31200,48199.594
31210,48177.168
31220,48162.367
31230,48166.078
31240,48157.871
31250,48162.008
31260,48153.848
31270,48161.836
31280,48189.977
31290,49798.949
31300,48872.680
31310,48511.695
31320,48341.617
31330,48262.430
31340,48170.086
31350,48198.926
31360,48129.801
31370,48121.383
31380,48065.945
31390,48075.844
31400,48013.211
31410,49543.781
31420,48637.727
31430,48387.777
31440,48263.238
31450,48328.941
31460,48269.230
31470,48158.914
31480,48221.371
31490,48128.707
31500,46710.508
31510,47621.098
31520,47953.555
31530,48829.863
31540,48597.707
31550,48497.871
31560,48465.914
31570,48466.863
31580,48454.020
31590,48461.324
31600,48444.027
31610,48413.797
31620,48436.535
31630,48441.672
31640,48452.238
31650,48457.637
31660,49676.434
31670,48620.031
31680,48271.969
31690,48175.645
31700,48110.590
31710,48127.254
31720,48078.215
31730,48040.113
31740,48147.820
31750,48146.527
31760,48050.801
31770,48038.574
31780,48387.785
31790,48296.727
31800,48152.816
31810,48127.016
31820,46879.605
31830,47668.941
31840,47968.289
31850,48086.309
31860,48130.059
31870,48150.379
31880,48152.168
31890,48156.453
31900,49389.848
31910,49044.242
31920,48474.055
31930,48278.922
31940,48193.992
31950,48155.691
31960,48140.332
31970,48137.926
31980,48131.891
31990,48133.816
32000,48132.070
32010,48146.699
32020,48136.879
32030,48368.617
32040,48225.012
32050,48165.242
32060,48151.473
32070,48141.504
32080,48136.031
32090,48135.234
32100,48125.582
32110,48129.668
32120,48131.746
32130,48127.852
32140,48147.711
32150,48473.191
32160,48252.563
32170,48182.992
32180,48158.043
32190,48149.680
32200,48143.688
32210,48150.957
32220,48155.789
32230,48152.422
32240,48148.000
32250,48155.883
32260,48154.664
32270,50013.688
32280,48863.539
32290,48345.043
32300,48132.141
32310,48186.082
32320,48198.355
32330,48081.227
32340,46504.887
32350,47515.723
32360,47900.828
32370,48042.824
32380,48095.488
32390,48136.824
32400,50133.242
32410,48850.746
32420,48356.363
32430,48147.445
32440,48098.988
32450,48051.879
32460,48040.785
32470,48060.195
32480,48011.105
32490,48073.797
32500,48048.242
32510,48056.387
32520,48324.832
32530,48115.188
32540,47059.211
32550,47743.797
32560,47999.438
32570,48078.078
32580,48120.250
32590,48135.480
32600,48127.434
32610,48136.461
32620,50372.344
32630,48928.684
32640,48400.449
32650,48168.023
32660,48161.148
32670,48048.109
32680,48067.945
32690,48063.324
32700,47976.273
32710,47984.309
32720,47945.289
32730,48015.254
32740,48083.871
32750,48904.293
32760,48320.695
32770,48190.082
32780,47931.633
32790,47870.598
32800,47862.875
32810,47885.453
32820,47099.656
32830,47763.641
32840,48005.613
32850,48085.246
32860,48124.445
32870,49863.672
32880,48695.609
32890,48186.598
32900,48087.191
32910,48011.020
32920,48040.680
32930,48006.434
32940,48034.043
32950,48086.504
32960,48069.027
32970,47988.230
32980,48016.582
32990,48919.434
33000,48472.926
33010,48194.707
33020,48072.887
33030,47994.563
33040,47926.750
33050,48009.066
33060,48048.734
33070,48037.070
33080,48049.680
33090,48071.188
33100,48118.555
33110,48117.180
33120,48232.078
33130,46620.023
33140,47541.770
33150,47918.555
33160,48056.969
33170,48127.254
33180,48154.047
33190,48154.457
33200,48157.023
33210,48153.988
33220,48169.301
33230,48162.672
33240,50713.344
33250,47685.000
33260,47969.813
33270,48085.215
33280,48158.914
33290,48171.637
33300,48173.227
33310,48177.707
33320,48169.539
33330,48191.676
33340,48192.238
33350,48195.164
33360,48631.594
33370,48360.566
33380,48257.051
33390,48187.426
33400,48190.711
33410,48177.176
33420,48191.566
33430,48187.086
33440,48184.438
33450,48165.766
33460,48159.160
33470,48166.297
33480,48172.160
33490,48363.598
33500,48244.000
33510,48194.430
33520,48196.676
33530,48178.176
33540,48178.992
33550,48152.316
33560,48152.055
33570,48164.027
33580,48173.781
33590,48162.160
33600,48155.613
33610,48489.551
33620,48282.762
33630,48214.813
33640,48180.070
33650,48158.031
33660,48154.457
33670,48152.637
33680,48143.531
33690,48142.555
33700,48161.727
33710,48155.559
33720,48160.297
33730,49802.289
33740,48899.059
33750,48441.551
33760,48256.160
33770,48199.660
33780,48166.656
33790,48143.563
33800,48148.789
33810,48134.473
33820,48143.719
33830,48154.457
33840,48166.426
33850,48163.180
33860,48327.289
33870,48202.266
33880,48166.883
33890,48167.582
33900,48167.125
33910,48167.199
33920,48177.379
33930,48164.512
33940,48189.199
33950,48182.977
33960,48167.059
33970,48163.574
33980,48237.090
33990,48192.680
34000,48199.992
34010,48194.824
34020,48183.176
34030,48181.094
34040,48179.680
34050,48185.297
34060,48190.387
34070,48191.637
34080,50197.164
34090,48868.469
34100,48329.945
34110,48230.230
34120,48161.309
34130,48185.313
34140,48041.672
34150,48003.332
34160,47233.477
34170,47837.051
34180,48060.629
34190,48126.953
34200,50283.805
34210,49502.734
34220,48574.320
34230,48163.930
34240,48066.652
34250,48070.000
34260,47964.328
34270,48048.508
34280,48066.730
34290,47932.262
34300,47988.145
34310,48015.301
34320,47970.484
34330,48485.801
34340,48218.504
34350,48083.273
34360,47957.824
34370,47979.160
34380,47964.824
34390,47890.465
34400,47889.461
34410,46442.250
34420,47501.387
34430,47899.059
34440,48049.836
34450,50121.500
34460,48773.313
34470,48284.133
34480,46512.895
34490,47500.629
34500,47921.699
34510,48072.461
34520,48114.379
34530,48144.465
34540,48166.840
34550,48160.957
34560,48171.949
34570,48542.262
34580,48350.023
34590,48253.691
34600,48199.750
34610,48182.230
34620,48181.965
34630,48185.367
34640,48181.219
34650,48178.625
34660,48173.410
34670,48165.492
34680,48156.945
34690,48157.527
34700,49466.324
34710,48634.613
34720,48340.875
34730,48224.078
34740,48174.625
34750,48166.832
34760,48161.609
34770,48153.539
34780,48155.422
34790,48157.426
34800,48160.125
34810,48155.297
34820,48467.824
34830,48254.828
34840,48192.055
34850,48154.059
34860,48166.609
34870,48155.965
34880,48173.598
34890,48137.281
34900,48126.918
34910,48144.348
34920,48130.320
34930,48139.598
34940,48298.383
34950,48319.199
34960,48210.637
34970,48169.398
34980,48150.996
34990,48138.238
35000,48127.391
35010,48147.297
35020,48136.926
35030,48125.977
35040,48131.012
35050,48127.473
35060,48137.992
35070,48382.930
35080,48216.348
35090,48154.602
35100,48127.145
35110,48127.512
35120,48131.160
35130,48139.305
35140,48144.477
35150,48147.410
35160,48143.801
35170,48151.699
35180,48139.949
35190,51194.672
35200,49205.961
35210,48492.984
35220,48116.805
35230,47950.582
35240,47902.398
35250,47879.164
35260,47876.508
35270,47957.625
35280,47899.379
35290,47870.891
35300,47803.648
35310,47880.961
35320,47994.313
35330,47869.344
35340,47792.063
35350,47842.930
35360,47828.930
35370,47814.559
35380,47804.098
35390,47836.680
35400,47915.867
35410,47879.207
35420,48360.801
35430,48037.844
35440,47942.320
35450,47973.449
35460,47938.422
35470,47998.730
35480,47191.867
35490,47319.523
35500,47835.656
35510,48015.809
35520,48098.156
35530,48132.082
35540,50253.301
35550,48791.063
35560,48297.445
35570,48084.508
35580,48037.523
35590,46882.977
35600,47673.855
35610,47977.910
35620,48074.199
35630,48133.035
35640,48139.219
35650,48135.637
35660,50461.016
35670,48920.355
35680,48351.188
35690,48149.871
35700,48158.961
35710,48131.773
35720,48053.371
35730,48099.363
35740,48003.582
35750,47948.547
35760,48025.063
35770,48071.824
35780,48008.664
35790,48448.133
35800,48167.500
35810,47963.039
35820,47922.227
35830,47882.508
35840,48015.500
35850,48054.809
35860,48040.250
35870,48036.293
35880,48071.109
35890,48058.602
35900,48015.520
35910,48239.813
35920,48097.422
35930,47972.457
35940,47963.242
35950,47931.074
35960,47869.156
35970,47902.477
35980,47939.289
35990,48018.082
36000,48036.770
36010,47950.418
36020,48017.520
36030,49505.668
36040,48456.609
36050,48132.777
36060,46607.012
36070,47539.016
36080,47914.340
36090,48072.527
36100,48126.242
36110,48141.004
36120,48140.238
36130,48138.777
36140,48136.543
36150,48143.469
36160,48390.875
36170,48234.648
36180,48185.855
36190,48145.453
36200,48145.555
36210,48145.949
36220,48155.906
36230,48159.719
36240,48145.832
36250,48151.203
36260,48151.742
36270,48156.852
36280,48410.770
36290,48248.039
36300,48194.082
36310,48183.270
36320,48158.461
36330,48164.551
36340,48161.777
36350,48169.301
36360,48153.438
36370,48158.070
36380,48160.082
36390,48152.352
36400,48553.031
36410,48312.824
36420,48217.750
36430,48186.223
36440,48156.918
36450,48153.109
36460,48121.473
36470,48143.320
36480,48160.559
36490,48171.500
36500,48167.961
36510,48172.668
36520,48176.422
36530,49181.531
36540,48535.250
36550,48293.922
36560,48213.238
36570,48189.438
36580,48182.762
36590,48186.047
36600,48183.867
36610,48182.066
36620,48179.215
36630,48176.684
36640,48171.070
36650,48428.641
36660,48262.535
36670,48190.637
36680,48170.832
36690,48166.898
36700,48163.676
36710,48149.531
36720,48163.746
36730,48152.434
36740,48150.996
36750,48179.766
36760,48158.371
36770,48251.168
36780,48203.910
36790,48164.070
36800,48181.957
36810,48179.555
36820,48182.164
36830,48187.738
36840,48168.242
36850,48167.160
36860,48170.219
36870,50783.754
36880,49178.785
36890,48561.480
36900,48434.508
36910,48367.734
36920,48262.883
36930,48233.930
36940,48257.703
36950,48238.688
36960,48203.098
36970,48282.242
36980,48287.656
36990,48274.848
37000,49281.703
37010,48673.047
37020,48471.172
37030,48350.695
37040,48303.859
37050,48303.445
37060,48375.047
37070,48330.629
37080,48264.402
37090,48264.152
37100,48302.777
37110,48291.957
37120,48902.746
37130,46909.691
37140,47642.566
37150,47980.914
37160,48104.148
37170,48150.527
37180,48156.840
37190,48178.504
37200,48180.629
37210,48173.203
37220,48166.016
37230,48169.387
37240,50733.391
37250,49276.906
37260,48634.656
37270,48413.688
37280,48324.590
37290,48358.930
37300,48357.227
37310,48293.148
37320,48369.637
37330,48241.016
37340,48109.340
37350,48075.977
37360,47993.324
37370,48169.629
37380,48127.156
37390,48133.031
37400,48136.266
37410,48053.918
37420,48036.523
37430,47994.418
37440,48066.043
37450,48090.473
37460,48012.078
37470,47979.234
37480,48097.035
37490,49448.844
37500,48555.168
37510,46914.387
37520,47679.656
37530,47959.625
37540,48079.813
37550,48122.527
37560,48134.180
37570,48140.777
37580,48138.813
37590,48154.488
37600,48129.926
37610,48436.574
37620,48248.445
37630,48160.055
37640,48131.867
37650,48128.055
37660,48150.887
37670,48133.688
37680,48126.840
37690,48140.082
37700,48152.340
37710,48150.566
37720,48151.156
37730,48138.488
37740,48335.367
37750,48214.145
37760,48172.793
37770,48148.859
37780,48106.047
37790,48135.414
37800,48131.117
37810,48135.590
37820,48117.133
37830,48132.039
37840,48131.820
37850,48144.598
37860,49444.203
37870,48573.250
37880,48270.602
37890,48069.930
37900,48154.754
37910,48137.266
37920,48090.656
37930,48107.855
37940,48147.941
37950,48121.199
37960,48086.508
37970,48072.543
37980,49214.762
37990,48817.258
38000,48345.180
38010,48196.309
38020,48134.387
38030,46583.199
38040,47533.672
38050,47922.043
38060,48061.715
38070,48109.082
38080,48138.117
38090,48125.875
38100,48135.047
38110,48288.246
38120,48199.020
38130,48176.773
38140,48175.391
38150,48171.977
38160,48146.254
38170,48159.781
38180,48136.453
38190,48143.621
38200,48148.215
38210,49751.484
38220,48817.031
38230,48487.184
38240,48335.957
38250,47176.910
38260,47782.473
38270,48007.879
38280,48107.773
38290,48125.090
38300,48154.660
38310,48164.852
38320,48154.852
38330,50816.039
38340,49127.395
38350,48520.844
38360,48271.617
38370,48212.535
38380,48164.848
38390,46811.957
38400,47631.781
38410,47941.023
38420,48059.496
38430,48107.738
38440,48127.973
38450,48573.891
38460,49180.703
38470,48644.117
38480,48324.477
38490,48129.434
38500,48062.551
38510,48032.750
38520,48026.789
38530,48005.176
38540,47984.785
38550,47997.223
38560,48056.965
38570,48050.289
38580,48582.777
38590,48209.004
38600,48074.926
38610,48035.484
38620,48020.676
38630,48035.512
38640,48061.289
38650,48062.258
38660,48092.359
38670,48162.355
38680,48145.297
38690,48189.328
38700,48464.285
38710,48313.184
38720,48273.500
38730,48205.293
38740,48121.102
38750,48149.375
38760,48094.969
38770,48175.707
38780,48113.055
38790,48050.813
38800,48034.605
38810,47936.328
38820,49114.148
38830,48680.883
38840,48266.766
38850,48084.402
38860,46483.359
38870,47489.703
38880,47904.238
38890,48041.496
38900,48104.113
38910,48131.711
38920,48138.391
38930,48125.711
38940,48120.293
38950,48440.496
38960,48224.117
38970,48163.660
38980,48140.914
38990,48119.848
39000,48121.438
39010,48135.039
39020,48141.902
39030,48138.961
39040,48116.750
39050,48109.348
39060,48133.191
39070,48442.094
39080,48252.840
39090,48171.340
39100,48154.840
39110,48137.961
39120,48125.879
39130,48131.512
39140,48127.629
39150,48137.379
39160,48127.781
39170,48137.949
39180,48127.016
39190,48509.555
39200,48326.918
39210,48214.262
39220,48177.941
39230,48160.234
39240,48123.273
39250,48132.059
39260,48146.012
39270,48138.410
39280,48143.004
39290,48128.195
39300,48137.945
39310,48122.910
39320,49386.578
39330,48588.590
39340,48306.176
39350,48177.141
39360,48134.520
39370,48136.027
39380,48137.824
39390,48131.203
39400,48132.141
39410,48133.422
39420,48152.234
39430,48175.734
39440,48450.875
39450,48269.934
39460,48191.543
39470,48167.340
39480,48156.281
39490,48164.613
39500,48161.711
39510,48162.508
39520,48162.719
39530,48159.766
39540,48173.723
39550,48175.273
39560,48190.949
39570,48210.305
39580,48191.770
39590,48203.289
39600,48193.371
39610,48178.391
39620,48177.480
39630,48174.148
39640,48188.145
39650,48184.301
39660,48328.840
39670,49291.570
39680,48601.305
39690,48242.723
39700,48178.313
39710,48222.035
39720,48175.996
39730,48215.465
39740,48172.203
39750,48120.602
39760,48085.594
39770,48047.363
39780,48056.578
39790,47688.156
39800,47933.441
39810,48046.289
39820,48093.352
39830,48132.422
39840,48126.754
39850,48135.621
39860,48145.648
39870,48149.895
39880,48149.574
39890,48162.105
39900,48148.469
39910,49022.809
39920,48468.969
39930,48248.668
39940,48177.133
39950,48161.141
39960,48146.332
39970,48144.355
39980,48150.789
39990,48130.801
40000,48141.965
40010,48145.719
40020,48148.418
40030,48138.938
40040,47849.563
40050,48027.883
40060,48101.234
40070,48145.961
40080,48147.262
40090,48147.453
40100,48158.574
40110,48154.953
40120,48147.465
40130,48147.793
40140,48145.594
40150,48152.391
40160,48397.457
40170,48263.832
40180,48206.859
40190,48180.551
40200,48164.813
40210,48164.879
40220,48163.570
40230,48170.996
40240,48166.266
40250,48150.758
40260,48150.695
40270,48148.031
40280,50045.258
40290,48897.926
40300,48428.387
40310,48253.602
40320,48204.684
40330,48188.820
40340,48186.254
40350,48187.371
40360,48168.785
40370,48167.328
40380,48183.211
40390,48179.539
40400,48183.215
40410,48338.891
40420,48222.984
40430,48191.746
40440,48197.734
40450,48195.957
40460,48193.520
40470,48177.164
40480,48174.699
40490,48175.570
40500,48169.262
40510,48162.324
40520,48169.410
40530,49344.777
40540,47294.891
40550,47836.531
40560,48042.867
40570,48119.266
40580,48161.367
40590,48165.297
40600,48167.172
40610,48177.023
40620,48175.367
40630,48195.391
40640,48187.379
40650,49759.387
40660,48695.367
40670,48363.285
40680,48085.258
40690,48039.449
40700,48006.602
40710,48032.543
40720,48071.480
40730,48019.824
40740,48049.309
40750,48049.191
40760,48009.609
40770,48328.160
40780,48933.809
40790,48382.363
40800,48211.102
40810,47086.633
40820,47761.684
40830,48023.863
40840,48104.785
40850,48135.438
40860,48170.898
40870,48167.289
40880,48146.734
40890,48167.832
40900,48347.492
40910,48235.289
40920,48190.813
40930,48167.273
40940,48176.297
40950,48180.848
40960,48167.285
40970,48158.461
40980,48168.664
40990,48158.387
41000,49943.902
41010,48682.512
41020,48193.727
41030,48115.895
41040,48006.105
41050,47948.742
41060,47941.336
41070,47930.359
41080,47968.016
41090,48048.254
41100,48114.895
41110,48053.145
41120,49814.625
41130,48691.598
41140,48252.133
41150,48115.234
41160,48093.016
41170,48016.602
41180,46495.020
41190,47411.023
41200,47886.957
41210,48081.813
41220,48149.633
41230,48169.590
41240,48183.961
41250,49516.855
41260,48588.898
41270,48192.473
41280,48002.043
41290,47994.734
41300,46573.215
41310,47555.230
41320,47923.055
41330,48061.840
41340,48106.227
41350,48128.660
41360,48148.934
41370,50087.695
41380,48732.824
41390,48236.594
41400,48121.512
41410,47138.703
41420,47781.066
41430,48007.859
41440,48104.023
41450,48136.633
41460,48142.340
41470,48153.285
41480,48159.430
41490,48438.941
41500,48281.215
41510,48193.844
41520,48172.320
41530,48150.867
41540,48142.840
41550,48151.641
41560,48143.047
41570,48149.754
41580,48141.953
41590,48143.602
41600,48129.566
41610,48130.340
41620,48409.582
41630,48236.445
41640,48177.270
41650,48159.918
41660,48161.953
41670,48152.582
41680,48150.727
41690,48157.164
41700,48146.793
41710,48154.828
41720,48151.484
41730,48151.418
41740,51047.078
41750,49282.246
41760,48630.121
41770,48376.207
41780,48309.918
41790,48211.410
41800,46747.785
41810,47621.719
41820,47952.563
41830,48089.336
41840,48134.840
41850,48127.691
41860,48358.223
41870,48260.824
41880,48193.004
41890,48158.711
41900,48168.250
41910,48155.547
41920,48145.234
41930,48145.234
41940,48140.801
41950,48138.699
41960,48139.266
41970,48159.434
41980,48171.484
41990,45495.508
42000,43605.406
42010,42954.469
42020,42741.945
42030,42676.961
42040,42656.281
42050,42662.438
42060,42669.063
42070,42668.461
42080,42665.129
42090,42652.941
42100,42661.078
42110,42985.910
42120,42768.598
42130,42681.480
42140,42658.621
42150,42646.859
42160,42639.328
42170,42638.789
42180,42642.051
42190,42634.137
42200,42623.539
42210,42641.496
42220,42630.949
42230,43644.125
42240,43475.000
42250,42929.520
42260,42740.434
42270,42667.016
42280,42643.539
42290,42649.480
42300,42637.559
42310,42634.863
42320,42626.238
42330,42621.625
42340,42637.238
42350,42657.078
42360,42885.566
42370,42732.848
42380,42676.285
42390,42636.801
42400,42630.551
42410,42631.883
42420,42642.984
42430,42633.727
42440,42628.191
42450,42622.496
42460,42633.797
42470,42646.824
42480,49077.738
42490,49013.320
42500,49014.270
42510,48913.102
42520,48892.230
42530,48912.730
42540,48922.516
42550,48995.051
42560,48987.938
42570,48941.934
42580,48880.633
42590,48961.160
42600,49405.090
42610,49139.074
42620,49064.230
42630,48933.492
42640,48937.227
42650,48964.508
42660,48978.453
42670,48956.656
42680,48990.199
42690,48961.020
42700,48932.133
42710,48943.160
42720,49023.172
42730,50025.324
42740,49300.219
42750,49089.504
42760,48997.426
42770,48908.406
42780,48927.148
42790,49024.355
42800,48990.629
42810,48966.973
42820,48974.699
42830,48921.152
42840,48857.266
42850,49241.027
42860,49092.641
42870,49044.680
42880,48951.398
42890,48963.105
42900,48865.223
42910,48882.516
42920,48902.742
42930,49000.727
42940,48924.672
42950,48871.684
42960,48746.676
42970,49181.090
42980,50239.809
42990,49638.543
43000,49133.617
43010,48913.621
43020,48856.816
43030,48837.250
43040,48803.699
43050,48744.691
43060,48747.418
43070,48796.902
43080,48840.086
43090,48851.520
43100,48822.844
43110,50547.602
43120,51328.117
43130,49797.570
43140,49446.957
43150,49163.121
43160,49095.152
43170,49006.516
43180,49004.594
43190,49024.680
43200,48978.996
43210,49054.094
43220,49030.457
43230,49065.523
43240,49039.617
43250,48930.363
43260,50611.395
43270,49687.727
43280,49311.840
43290,49132.039
43300,48977.766
43310,48934.160
43320,49041.883
43330,48987.129
43340,49013.371
43350,49026.684
43360,49068.238
43370,49075.184
43380,49114.449
43390,49282.059
43400,49105.621
43410,49078.105
43420,49126.156
43430,49078.316
43440,49119.426
43450,49076.719
43460,48953.441
43470,48999.879
43480,49013.336
43490,49033.781
43500,48985.348
43510,49203.574
43520,48993.949
43530,48962.809
43540,49007.758
43550,49021.086
43560,49070.469
43570,49001.207
43580,48968.730
43590,49021.520
43600,49026.102
43610,48983.250
43620,48928.238
43630,50616.957
43640,50113.910
43650,50646.770
43660,50706.070
43670,49535.055
43680,49220.910
43690,48963.563
43700,48917.254
43710,49024.871
43720,48978.934
43730,49017.922
43740,48996.363
43750,48940.016
43760,48912.789
43770,48922.199
43780,48961.902
43790,48874.340
43800,49226.828
43810,49007.504
43820,48992.035
43830,49000.430
43840,48984.961
43850,48969.859
43860,48971.551
43870,48967.512
43880,48936.941
43890,48880.316
43900,48894.203
43910,48901.910
43920,50548.133
43930,49465.281
43940,49162.801
43950,49005.508
43960,48972.449
43970,48947.445
43980,48977.215
43990,48997.602
44000,49054.070
44010,49048.848
44020,49104.109
44030,49082.070
44040,49011.418
44050,49108.125
44060,49110.137
44070,49066.313
44080,49019.012
44090,48995.781
44100,48975.039
44110,48968.371
44120,48987.051
44130,48989.891
44140,48914.609
44150,49000.863
44160,48972.199
44170,51245.914
44180,50200.008
44190,49384.863
44200,49055.566
44210,48977.020
44220,48980.840
44230,48871.086
44240,48900.000
44250,48933.145
44260,48846.957
44270,48776.277
44280,48835.066
44290,48804.027
44300,49668.715
44310,49922.766
44320,50269.980
44330,49849.332
44340,49436.750
44350,49276.348
44360,49119.703
44370,49027.555
44380,49044.477
44390,49057.207
44400,49019.559
44410,49060.770
44420,48945.711
44430,49000.152
44440,49021.430
44450,49025.207
44460,49994.617
44470,49330.121
44480,49155.855
44490,48961.492
44500,48899.578
44510,48893.691
44520,48894.516
44530,48910.375
44540,48837.043
44550,48814.988
44560,48859.289
44570,48850.121
44580,49115.145
44590,48959.543
44600,48965.801
44610,48924.016
44620,48947.770
44630,48897.051
44640,48922.223
44650,48865.605
44660,48813.680
44670,48833.137
44680,48869.305
44690,48806.727
44700,49132.117
44710,49004.000
44720,49007.004
44730,48953.852
44740,48934.355
44750,48904.074
44760,48847.867
44770,48874.145
44780,48913.969
44790,48968.344
44800,48969.316
44810,48981.328
44820,48961.973
44830,50618.863
44840,51669.816
44850,51764.617
44860,50092.219
44870,49569.688
44880,49197.984
44890,49045.027
44900,48953.184
44910,48942.773
44920,48894.375
44930,48796.539
44940,48885.762
44950,48865.324
44960,48766.926
44970,48733.836
44980,48804.402
44990,49263.055
45000,49003.281
45010,48802.352
45020,48827.730
45030,48866.105
45040,48913.730
45050,48927.578
45060,48925.262
45070,48891.203
45080,48771.941
45090,48797.965
45100,48899.828
45110,48941.391
45120,49792.523
45130,49358.320
45140,49195.250
45150,49088.797
45160,49063.324
45170,49032.219
45180,49013.734
45190,48947.141
45200,48907.176
45210,48899.574
45220,48922.633
45230,48926.996
45240,49212.207
45250,49070.465
45260,48990.930
45270,48970.406
45280,48994.895
45290,48965.270
45300,48964.398
45310,48926.828
45320,48900.555
45330,48964.125
45340,48957.168
45350,49057.652
45360,50296.961
45370,50274.691
45380,49533.254
45390,49066.609
45400,48894.848
45410,48799.797
45420,48776.832
45430,48827.535
45440,48811.797
45450,48809.625
45460,48767.621
45470,48776.020
45480,48812.902
45490,48863.031
45500,50269.855
45510,51010.543
45520,49830.555
45530,49499.012
45540,49142.449
45550,49026.301
45560,48976.164
45570,48949.418
45580,48965.230
45590,49046.121
45600,49059.277
45610,48986.445
45620,48928.719
45630,48973.094
45640,48928.043
45650,50440.156
45660,49463.973
45670,49143.363
45680,49021.418
45690,48956.156
45700,49009.375
45710,48947.066
45720,48900.637
45730,48861.129
45740,48882.707
45750,48890.328
45760,48877.652
45770,48891.961
45780,49031.477
45790,48912.348
45800,48938.535
45810,48917.672
45820,48896.691
45830,48915.184
45840,48901.023
45850,48949.230
45860,49045.340
45870,49058.387
45880,49059.789
45890,48963.641
45900,49097.141
45910,48966.902
45920,48901.992
45930,48951.648
45940,48961.176
45950,49019.852
45960,49014.957
45970,49011.223
45980,48986.715
45990,48994.672
46000,48946.406
46010,49007.270
46020,51500.656
46030,51484.055
46040,50464.859
46050,50460.816
46060,49796.449
46070,49267.461
46080,49086.867
46090,48921.918
46100,48973.574
46110,48977.652
46120,49028.656
46130,49019.480
46140,48996.484
46150,49040.488
46160,49092.227
46170,49018.598
46180,49044.859
46190,49229.738
46200,49223.313
46210,49184.691
46220,49162.898
46230,49059.316
46240,48985.594
46250,48877.918
46260,48972.055
46270,48990.488
46280,49078.117
46290,49055.988
46300,49032.660
46310,50255.727
46320,49473.098
46330,49176.445
46340,49067.363
46350,48951.750
46360,48973.020
46370,49091.570
46380,49019.148
46390,49023.125
46400,49050.250
46410,49055.258
46420,49094.555
46430,49407.555
46440,49185.898
46450,49051.539
46460,49034.621
46470,48972.355
46480,48999.039
46490,48960.578
46500,49049.734
46510,49030.070
46520,49135.770
46530,49059.230
46540,49003.324
46550,48962.305
46560,50767.133
46570,50007.883
46580,49271.328
46590,49049.066
46600,48920.348
46610,48888.344
46620,48743.180
46630,48830.145
46640,48927.621
46650,48879.938
46660,48873.387
46670,48880.473
46680,48843.973
46690,50964.813
46700,51323.648
46710,50050.578
46720,49699.684
46730,49236.680
46740,49080.680
46750,49070.863
46760,49013.887
46770,48987.574
46780,48985.109
46790,49103.227
46800,49071.762
46810,49095.738
46820,49032.621
46830,49007.910
46840,49661.813
46850,49710.051
46860,49245.473
46870,49123.719
46880,49075.691
46890,49012.133
46900,48944.730
46910,49004.988
46920,48931.949
46930,48978.363
46940,49030.852
46950,49069.215
46960,49041.371
46970,49368.652
46980,49311.254
46990,49144.297
47000,49115.145
47010,48974.195
47020,49061.793
47030,49109.266
47040,49041.660
47050,48941.953
47060,48993.117
47070,48977.734
47080,48990.133
47090,49252.301
47100,49076.656
47110,48898.559
47120,48866.063
47130,48862.652
47140,48915.500
47150,48941.523
47160,48905.492
47170,48866.691
47180,48870.359
47190,48961.863
47200,48990.336
47210,48989.840
47220,49198.137
47230,49069.727
47240,49049.496
47250,48980.855
47260,48946.734
47270,48980.629
47280,48996.402
47290,48978.863
47300,48996.602
47310,48987.961
47320,48982.684
47330,48918.949
47340,50029.094
47350,49427.762
47360,49153.234
47370,49068.969
47380,48949.488
47390,48972.840
47400,48962.273
47410,48977.789
47420,48996.684
47430,48956.141
47440,48974.098
47450,48906.336
47460,49251.648
47470,49091.672
47480,49057.270
47490,49021.195
47500,48992.570
47510,48952.969
47520,48966.504
47530,49016.496
47540,49099.762
47550,49141.852
47560,49060.047
47570,49033.754
47580,48987.559
47590,49161.035
47600,49032.637
47610,49006.773
47620,48965.574
47630,49075.559
47640,49041.141
47650,49086.961
47660,49018.441
47670,49093.977
47680,49008.031
47690,49568.770
47700,49243.922
47710,49118.949
47720,48995.598
47730,48982.941
47740,48941.313
47750,48948.016
47760,49065.289
47770,49050.426
47780,49133.223
47790,49166.672
47800,49189.129
47810,50473.586
47820,49685.996
47830,49349.063
47840,49189.906
47850,49254.629
47860,49135.695
47870,49122.574
47880,49077.129
47890,48950.879
47900,48957.980
47910,48933.832
47920,48918.344
47930,49824.109
47940,49368.578
47950,49123.660
47960,49001.125
47970,48979.254
47980,49026.785
47990,49003.867
48000,48907.051
48010,48902.004
48020,48880.758
48030,48996.180
48040,48960.539
48050,48990.129
48060,49239.805
48070,49117.629
48080,48987.613
48090,48996.465
48100,48947.168
48110,48851.348
48120,48917.223
48130,48817.063
48140,48881.867
48150,48930.344
48160,48873.699
48170,48868.016
48180,50149.566
48190,49366.441
48200,49117.063
48210,49021.590
48220,48975.867
48230,49004.359
48240,48922.406
48250,48884.164
48260,48899.230
48270,48862.523
48280,48892.805
48290,48924.676
48300,49314.809
48310,49054.270
48320,49014.051
48330,48911.984
48340,48910.988
48350,48753.910
48360,48834.633
48370,48825.766
48380,48870.957
48390,48847.434
48400,48881.770
48410,48883.797
48420,48932.277
48430,49067.645
48440,48953.102
48450,48896.313
48460,48958.352
48470,48991.398
48480,49024.879
48490,49107.203
48500,49065.418
48510,49015.984
48520,48976.395
48530,48953.367
48540,48903.410
48550,50081.527
48560,49304.527
48570,49049.109
48580,48941.625
48590,48965.301
48600,48890.270
48610,48851.512
48620,48772.711
48630,48798.387
