Timestamp(ms),Current(uA)
4990,45425.215
5000,45384.508
5010,45390.797
5020,45377.180
5030,45390.707
5040,45387.289
5050,45389.023
5060,45391.418
5070,45370.816
5080,45566.258
5090,45412.301
5100,45365.145
5110,45361.910
5120,45359.590
5130,45356.367
5140,45348.430
5150,45345.352
5160,45344.891
5170,45335.813
5180,45332.684
5190,45337.551
5200,51594.051
5210,56394.180
5220,58323.020
5230,58836.484
5240,49995.570
5250,47031.191
5260,45936.098
5270,45549.473
5280,45403.230
5290,45363.668
5300,45335.719
5310,45306.656
5320,45319.863
5330,45313.359
5340,45297.961
5350,45316.805
5360,45505.063
5370,45365.582
5380,45331.234
5390,45304.262
5400,45295.516
5410,45283.449
5420,45287.797
5430,45280.555
5440,45293.418
5450,45286.695
5460,45280.293
5470,45290.762
5480,47104.945
5490,46073.918
5500,45566.652
5510,45406.176
5520,45324.492
5530,45296.043
5540,45278.453
5550,45263.391
5560,45276.613
5570,45279.445
5580,45283.645
5590,45288.297
5600,45262.754
5610,45454.641
5620,45354.551
5630,45307.449
5640,45298.375
5650,45296.133
5660,45276.324
5670,45282.648
5680,45257.168
5690,45261.145
5700,45274.340
5710,45271.965
5720,45262.711
5730,51946.484
5740,56310.840
5750,58208.703
5760,58712.766
5770,49467.797
5780,46802.246
5790,45836.766
5800,45485.977
5810,45348.355
5820,45302.617
5830,45259.828
5840,45248.160
5850,45241.859
5860,45246.785
5870,45240.867
5880,45251.492
5890,45481.301
5900,45344.980
5910,45298.207
5920,45272.793
5930,45264.691
5940,45270.750
5950,45257.852
5960,45245.309
5970,45263.164
5980,45245.977
5990,45248.684
6000,45243.012
6010,46902.750
6020,45861.617
6030,45473.262
6040,45323.441
6050,45268.473
6060,45248.898
6070,45231.828
6080,45231.422
6090,45216.801
6100,45227.695
6110,45240.852
6120,45242.820
6130,45352.852
6140,45373.391
6150,45277.547
6160,45247.512
6170,45246.461
6180,45247.941
6190,45253.855
6200,45260.355
6210,45232.840
6220,45231.465
6230,45230.305
6240,45238.844
6250,45247.285
6260,53421.570
6270,57033.027
6280,58450.563
6290,55178.781
6300,48710.852
6310,46509.078
6320,45720.285
6330,45409.980
6340,45302.766
6350,45276.746
6360,45253.902
6370,45240.273
6380,45227.992
6390,45231.836
6400,45228.266
6410,45263.730
6420,45470.395
6430,45318.012
6440,45245.586
6450,45223.047
6460,45220.938
6470,45208.945
6480,45214.723
6490,45220.766
6500,45209.754
6510,45214.746
6520,45223.121
6530,45223.090
6540,46589.789
6550,45709.523
6560,45393.227
6570,45258.813
6580,45211.566
6590,45198.582
6600,45210.098
6610,45196.094
6620,45205.379
6630,45198.809
6640,45214.168
6650,45212.816
6660,48382.023
6670,55267.820
6680,57718.484
6690,58587.387
6700,51205.203
6710,47419.977
6720,46032.641
6730,45517.875
6740,45333.617
6750,45264.965
6760,45236.715
6770,45211.871
6780,45209.156
6790,45213.457
6800,45204.313
6810,45213.453
6820,45533.207
6830,45328.375
6840,45263.699
6850,45229.805
6860,45205.176
6870,45206.195
6880,45194.441
6890,45206.316
6900,45190.047
6910,45192.379
6920,45213.227
6930,45201.332
6940,46206.395
6950,45994.012
6960,45493.102
6970,45300.445
6980,45235.605
6990,45205.641
7000,45197.410
7010,45189.148
7020,45201.738
7030,45192.867
7040,45193.316
7050,45194.793
7060,45195.672
7070,45496.012
7080,45307.598
7090,45221.621
7100,45193.402
7110,45163.027
7120,45160.980
7130,45183.043
7140,45190.625
7150,45182.402
7160,45178.629
7170,45178.434
7180,45175.746
7190,50807.223
7200,55929.328
7210,57920.078
7220,58588.609
7230,50139.215
7240,47007.563
7250,45873.309
7260,45453.375
7270,45277.867
7280,45250.047
7290,45215.367
7300,45199.129
7310,45205.672
7320,45201.082
7330,45198.645
7340,45197.738
7350,45438.289
7360,45271.332
7370,45229.891
7380,45197.234
7390,45193.102
7400,45188.402
7410,45182.863
7420,45210.586
7430,45209.695
7440,45183.043
7450,45180.035
7460,45190.977
7470,47001.988
7480,45922.695
7490,45464.320
7500,45280.781
7510,45213.313
7520,45205.492
7530,45198.906
7540,45176.098
7550,45181.426
7560,45176.742
7570,45192.461
7580,45191.660
7590,45184.543
7600,45369.195
7610,45229.512
7620,45187.828
7630,45195.871
7640,45195.816
7650,45187.594
7660,45165.180
7670,45177.293
7680,45166.332
7690,45181.051
7700,45183.262
7710,45195.488
7720,52099.777
7730,56419.102
7740,58184.434
7750,58481.098
7760,49320.941
7770,46703.914
7780,45752.859
7790,45385.258
7800,45255.770
7810,45225.137
7820,45218.059
7830,45197.129
7840,45187.461
7850,45189.309
7860,45174.090
7870,45185.723
7880,45347.090
7890,45255.750
7900,45213.875
7910,45199.148
7920,45184.879
7930,45186.582
7940,45178.840
7950,45193.977
7960,45186.145
7970,45192.699
7980,45190.453
7990,45183.113
8000,46873.887
8010,45805.785
8020,45432.902
8030,45274.891
8040,45232.891
8050,45209.895
8060,45202.383
8070,45215.398
8080,45201.629
8090,45216.887
8100,45188.375
8110,45185.742
8120,45392.234
8130,45359.602
8140,45258.156
8150,45216.188
8160,45207.984
8170,45191.871
8180,45215.711
8190,45215.652
8200,45204.617
8210,45217.281
8220,45222.555
8230,45198.305
8240,45209.840
8250,53215.250
8260,56895.707
8270,58414.551
8280,54784.656
8290,48609.922
8300,46458.555
8310,45653.648
8320,45361.039
8330,45267.742
8340,45230.422
8350,45209.320
8360,45204.090
8370,45203.152
8380,45194.766
8390,45206.262
8400,45302.945
8410,45388.652
8420,45285.207
8430,45241.914
8440,45212.762
8450,45193.480
8460,45190.465
8470,45189.590
8480,45185.816
8490,45196.340
8500,45192.824
8510,45194.789
8520,45201.016
8530,46557.371
8540,45710.070
8550,45382.660
8560,45271.547
8570,45222.090
8580,45202.586
8590,45213.797
8600,45200.324
8610,45194.531
8620,45189.695
8630,45204.992
8640,45187.941
8650,49283.426
8660,55258.961
8670,57762.535
8680,58563.668
8690,50885.008
8700,47278.125
8710,45969.109
8720,45485.602
8730,45297.941
8740,45218.207
8750,45200.836
8760,45198.211
8770,45178.488
8780,45188.570
8790,45171.652
8800,45183.664
8810,45546.953
8820,45308.848
8830,45235.141
8840,45201.773
8850,45197.930
8860,45197.734
8870,45184.270
8880,45183.559
8890,45196.375
8900,45193.359
8910,45193.750
8920,45204.336
8930,46340.477
8940,45970.672
8950,45485.344
8960,45293.414
8970,45238.387
8980,45212.895
8990,45212.184
9000,45200.625
9010,45210.797
9020,45213.992
9030,45210.883
9040,45207.082
9050,45201.227
9060,45489.672
9070,45304.414
9080,45226.223
9090,45215.219
9100,45191.129
9110,45192.586
9120,45189.641
9130,45201.496
9140,45209.961
9150,45201.469
9160,45205.406
9170,45197.238
9180,51245.840
9190,56205.004
9200,58294.910
9210,58888.738
9220,50082.656
9230,47023.480
9240,45905.754
9250,45486.043
9260,45330.797
9270,45248.641
9280,45245.277
9290,45233.727
9300,45225.051
9310,45225.613
9320,45208.965
9330,45213.148
9340,45443.578
9350,45284.355
9360,45231.957
9370,45208.652
9380,45201.699
9390,45203.234
9400,45212.473
9410,45200.535
9420,45198.020
9430,45222.133
9440,45219.660
9450,45199.469
9460,46881.113
9470,45856.691
9480,45457.121
9490,45310.484
9500,45235.129
9510,45226.305
9520,45214.586
9530,45235.840
9540,45231.102
9550,45228.469
9560,45240.770
9570,45245.590
9580,45244.883
9590,45464.488
9600,45307.898
9610,45253.586
9620,45223.164
9630,45222.820
9640,45235.395
9650,45234.309
9660,45234.551
9670,45220.090
9680,45237.258
9690,45257.262
9700,45265.926
9710,45524.715
9720,45352.879
9730,45283.977
9740,45268.344
9750,45254.281
9760,45265.004
9770,45239.219
9780,45244.891
9790,45253.793
9800,45247.125
9810,45255.602
9820,45239.465
9830,46858.363
9840,45934.355
9850,45480.395
9860,45319.043
9870,45261.539
9880,45229.980
9890,45232.469
9900,45242.246
9910,45240.516
9920,45249.633
9930,45243.660
9940,45261.680
9950,45252.238
9960,45500.770
9970,45337.867
9980,45278.039
9990,45261.199
10000,45262.203
10010,45261.402
10020,45257.117
10030,45251.965
10040,45254.641
10050,45261.371
10060,45253.652
10070,45260.043
10080,45331.621
10090,45292.543
10100,45263.602
10110,45283.520
10120,45284.230
10130,45290.680
10140,45284.023
10150,45269.906
10160,45265.348
10170,45259.754
10180,51710.742
10190,56926.957
10200,58801.777
10210,59586.875
10220,59873.914
10230,59952.371
10240,59968.379
10250,60046.648
10260,60027.094
10270,60097.391
10280,60144.074
10290,60049.621
10300,60065.332
10310,60094.535
10320,60060.793
10330,60071.309
10340,59997.133
10350,60075.688
10360,59960.844
10370,59898.109
10380,59864.219
10390,59887.559
10400,59895.777
10410,59922.715
10420,59881.656
10430,59942.125
10440,59899.715
10450,59819.758
10460,59989.531
10470,59968.977
10480,60016.016
10490,60061.695
10500,59942.957
10510,59967.484
10520,59940.559
10530,59967.117
10540,59978.047
10550,59982.184
10560,59911.773
10570,59990.742
10580,59948.945
10590,59920.434
10600,59924.125
10610,59978.246
10620,60054.836
10630,60042.066
10640,60108.664
10650,60143.125
10660,60203.164
10670,60126.844
10680,60142.129
10690,60086.160
10700,60004.715
10710,59986.781
10720,59901.957
10730,59887.363
10740,59948.277
10750,59928.891
10760,59941.137
10770,60056.688
10780,59812.926
10790,59355.129
10800,59304.852
10810,53555.066
10820,48282.207
10830,46366.277
10840,45664.770
10850,45403.477
10860,45301.797
10870,45263.426
10880,45249.758
10890,45246.152
10900,45227.305
10910,45237.023
10920,45240.711
10930,46224.766
10940,45661.039
10950,45405.984
10960,45329.648
10970,45291.434
10980,45284.750
10990,45260.563
11000,45264.359
11010,45244.184
11020,45240.457
11030,45236.539
11040,45229.352
11050,45214.305
11060,45419.418
11070,45307.684
11080,45267.594
11090,45245.211
11100,45231.316
11110,45232.523
11120,45234.402
11130,45246.918
11140,45236.043
11150,45251.125
11160,45225.965
11170,45201.543
11180,46694.316
11190,45746.105
11200,45401.348
11210,45285.109
11220,45255.633
11230,45227.098
11240,45225.340
11250,45219.797
11260,45213.371
11270,45234.652
11280,45221.637
11290,45220.875
11300,45587.227
11310,45411.773
11320,45303.781
11330,45239.281
11340,45232.273
11350,45239.945
11360,45232.707
11370,45250.609
11380,45235.613
11390,45218.117
11400,45219.094
11410,45218.086
11420,45235.457
11430,45452.191
11440,45314.340
11450,45254.938
11460,45253.465
11470,45235.082
11480,45242.539
11490,45231.219
11500,45236.379
11510,45237.906
11520,45234.406
11530,45210.676
11540,45226.168
11550,46778.641
11560,45810.816
11570,45456.980
11580,45312.656
11590,45253.852
11600,45224.715
11610,45217.734
11620,45213.176
11630,45219.637
11640,45230.633
11650,45223.930
11660,45223.945
11670,45215.789
11680,45415.816
11690,45272.711
11700,45207.777
11710,45196.762
11720,45207.855
11730,45215.090
11740,45216.855
11750,45205.402
11760,45208.746
11770,45205.172
11780,45215.020
11790,45216.648
11800,45270.316
11810,45225.832
11820,45220.969
11830,45238.238
11840,45232.441
11850,45213.125
11860,45222.117
11870,45229.211
11880,45227.688
11890,45231.875
11900,53159.422
11910,57333.789
11920,58872.273
11930,59468.715
11940,59669.828
11950,59732.234
11960,59789.711
11970,59739.309
11980,59736.168
11990,59808.133
12000,59849.398
12010,59906.281
12020,59925.805
12030,59768.383
12040,59752.086
12050,59772.914
12060,59777.492
12070,59831.895
12080,59799.168
12090,59851.996
12100,59736.070
12110,59812.070
12120,59776.992
12130,59819.910
12140,59876.984
12150,59779.176
12160,59855.137
12170,59901.324
12180,59907.074
12190,59856.457
12200,59928.750
12210,59901.938
12220,59849.820
12230,59879.992
12240,59855.750
12250,59874.625
12260,59897.563
12270,59817.332
12280,59836.680
12290,59852.617
12300,59858.023
12310,59806.926
12320,59813.105
12330,59717.023
12340,59849.273
12350,59862.953
12360,59932.930
12370,59990.855
12380,59916.555
12390,59908.520
12400,59929.859
12410,59902.457
12420,59869.168
12430,59915.703
12440,59802.805
12450,59786.402
12460,59826.340
12470,59832.586
12480,59900.918
12490,59855.410
12500,59554.367
12510,59044.102
12520,58952.203
12530,51824.176
12540,47660.027
12550,46136.504
12560,45568.430
12570,45361.922
12580,45265.926
12590,45244.773
12600,45253.578
12610,45245.793
12620,45226.262
12630,45216.461
12640,45208.156
12650,46124.191
12660,45567.199
12670,45366.223
12680,45299.535
12690,45252.430
12700,45243.641
12710,45221.047
12720,45213.508
12730,45218.258
12740,45213.258
12750,45210.535
12760,45227.285
12770,45524.695
12780,45405.961
12790,45305.035
12800,45236.051
12810,45218.398
12820,45194.809
12830,45209.426
12840,45235.379
12850,45238.770
12860,45236.965
12870,45219.801
12880,45215.609
12890,45212.031
12900,46412.316
12910,45651.551
12920,45381.578
12930,45282.797
12940,45247.512
12950,45245.277
12960,45221.707
12970,45223.313
12980,45223.023
12990,45222.848
13000,45209.664
13010,45207.387
13020,45647.754
13030,45374.301
13040,45273.141
13050,45238.441
13060,45224.324
13070,45218.086
13080,45221.016
13090,45220.605
13100,45226.141
13110,45239.148
13120,45219.914
13130,45239.742
13140,45236.277
13150,45425.320
13160,45317.402
13170,45267.957
13180,45243.379
13190,45235.633
13200,45241.348
13210,45232.219
13220,45224.676
13230,45230.020
13240,45217.531
13250,45217.813
13260,45234.082
13270,46474.566
13280,45696.523
13290,45402.938
13300,45292.699
13310,45260.148
13320,45246.883
13330,45238.492
13340,45217.332
13350,45219.695
13360,45225.414
13370,45231.492
13380,45242.828
13390,45640.512
13400,45401.750
13410,45276.988
13420,45250.996
13430,45227.465
13440,45240.180
13450,45231.098
13460,45213.289
13470,45210.039
13480,45201.074
13490,45202.391
13500,45191.297
13510,45209.727
13520,45260.895
13530,45221.469
13540,45237.266
13550,45244.680
13560,45240.844
13570,45248.266
13580,45238.602
13590,45229.391
13600,45227.883
13610,45225.504
13620,54304.984
13630,57898.039
13640,59207.570
13650,59670.508
13660,59846.793
13670,59970.461
13680,59969.688
13690,60078.363
13700,60038.500
13710,59922.973
13720,59896.793
13730,59909.617
13740,59857.789
13750,59875.305
13760,59890.852
13770,59905.609
13780,59905.992
13790,59920.020
13800,59889.117
13810,59937.758
13820,59920.055
13830,59914.285
13840,59913.395
13850,59902.145
13860,59928.375
13870,59916.262
13880,59942.977
13890,59999.055
13900,60000.625
13910,59977.105
13920,60021.320
13930,60024.020
13940,59962.078
13950,59944.555
13960,59943.719
13970,59892.246
13980,59951.727
13990,59918.230
14000,59968.855
14010,59964.500
14020,59997.840
14030,59974.961
14040,60054.816
14050,60024.180
14060,59991.574
14070,59942.859
14080,59953.984
14090,59996.977
14100,60076.297
14110,60014.457
14120,59960.633
14130,60014.742
14140,59977.430
14150,59987.148
14160,59972.820
14170,59931.254
14180,59965.875
14190,59973.059
14200,60032.113
14210,60042.883
14220,59517.520
14230,59306.004
14240,59199.012
14250,50795.430
14260,47290.043
14270,46004.535
14280,45530.000
14290,45340.504
14300,45274.832
14310,45262.293
14320,45248.813
14330,45236.910
14340,45225.820
14350,45228.918
14360,45225.453
14370,46004.363
14380,45524.070
14390,45329.613
14400,45281.645
14410,45245.809
14420,45244.711
14430,45229.934
14440,45237.082
14450,45243.102
14460,45246.445
14470,45240.566
14480,45250.852
14490,45588.500
14500,45384.109
14510,45290.277
14520,45254.566
14530,45240.957
14540,45227.965
14550,45235.770
14560,45254.203
14570,45256.977
14580,45247.473
14590,45254.699
14600,45239.836
14610,45246.461
14620,46239.199
14630,45609.469
14640,45390.766
14650,45298.059
14660,45266.984
14670,45244.211
14680,45234.320
14690,45258.754
14700,45251.207
14710,45264.020
14720,45258.180
14730,45253.898
14740,45608.152
14750,45376.953
14760,45300.254
14770,45276.570
14780,45267.828
14790,45251.883
14800,45264.621
14810,45244.922
14820,45236.230
14830,45236.863
14840,45235.629
14850,45236.785
14860,45593.793
14870,45383.621
14880,45289.570
14890,45262.973
14900,45249.559
14910,45235.848
14920,45234.531
14930,45238.027
14940,45211.777
14950,45220.227
14960,45225.469
14970,45240.992
14980,45241.445
14990,46240.852
15000,45630.395
15010,45394.230
15020,45316.574
15030,45256.891
15040,45250.742
15050,45242.762
15060,45237.008
15070,45245.219
15080,45224.152
15090,45223.258
15100,45235.211
15110,45574.398
15120,45354.551
15130,45259.184
15140,45223.945
15150,45226.285
15160,45228.707
15170,45223.840
15180,45214.840
15190,45202.141
15200,45200.309
15210,45196.430
15220,45208.816
15230,45302.047
15240,45259.863
15250,45222.293
15260,45229.633
15270,45238.043
15280,45236.824
15290,45249.418
15300,45250.711
15310,45244.566
15320,45250.055
15330,45702.660
15340,55410.027
15350,58248.336
15360,59294.496
15370,59690.121
15380,59836.000
15390,59875.055
15400,59925.238
15410,59938.906
15420,59987.523
15430,60044.379
15440,59930.156
15450,60032.438
15460,60006.746
15470,60060.926
15480,59991.469
15490,60003.371
15500,60001.039
15510,59996.293
15520,60025.281
15530,60068.137
15540,60111.477
15550,60083.148
15560,59982.344
15570,59918.313
15580,59957.824
15590,60034.230
15600,59981.172
15610,59992.219
15620,59970.637
15630,59970.613
15640,59987.164
15650,59986.895
15660,59962.867
15670,59929.379
15680,59975.027
15690,59965.207
15700,59994.262
15710,59967.449
15720,60001.789
15730,59980.113
15740,59978.480
15750,59981.227
15760,59967.211
15770,59942.082
15780,59991.152
15790,59992.883
15800,59975.148
15810,59962.469
15820,59988.023
15830,59986.551
15840,59941.633
15850,59914.984
15860,59825.527
15870,59966.914
15880,60001.105
15890,59936.086
15900,59955.805
15910,59909.277
15920,60021.418
15930,60014.371
15940,59438.934
15950,59320.504
15960,59598.691
15970,49776.828
15980,46920.852
15990,45869.684
16000,45480.180
16010,45335.938
16020,45281.609
16030,45271.605
16040,45257.203
16050,45259.297
16060,45248.684
16070,45240.238
16080,45240.176
16090,45917.273
16100,45512.219
16110,45349.176
16120,45302.637
16130,45281.980
16140,45269.676
16150,45256.281
16160,45265.641
16170,45267.129
16180,45254.824
16190,45250.621
16200,45268.270
16210,45555.273
16220,45376.367
16230,45302.047
16240,45282.070
16250,45279.984
16260,45262.859
16270,45253.266
16280,45251.754
16290,45250.660
16300,45251.707
16310,45246.012
16320,45253.293
16330,46297.980
16340,46070.320
16350,45544.891
16360,45369.754
16370,45311.344
16380,45275.035
16390,45253.348
16400,45256.109
16410,45262.172
16420,45258.637
16430,45251.148
16440,45242.191
16450,45253.148
16460,45542.234
16470,45336.516
16480,45284.875
16490,45266.938
16500,45245.875
16510,45253.023
16520,45251.441
16530,45255.520
16540,45239.672
16550,45249.906
16560,45253.383
16570,45251.813
16580,45556.992
16590,45366.668
16600,45277.793
16610,45253.984
16620,45237.289
16630,45239.457
16640,45248.418
16650,45250.879
16660,45245.570
16670,45243.973
16680,45245.813
16690,45234.031
16700,45936.461
16710,46093.730
16720,45568.207
16730,45367.273
16740,45289.262
16750,45255.563
16760,45243.980
16770,45246.613
16780,45248.914
16790,45259.922
16800,45245.289
16810,45237.559
16820,45255.809
16830,45549.066
16840,45373.586
16850,45291.723
16860,45255.320
16870,45249.215
16880,45265.574
16890,45282.738
16900,45259.016
16910,45242.246
16920,45237.727
16930,45260.496
16940,45268.133
16950,45345.109
16960,45295.137
16970,45274.391
16980,45303.465
16990,45291.410
17000,45290.453
17010,45281.602
17020,45283.230
17030,45279.066
17040,45282.633
17050,49802.016
17060,56389.469
17070,58758.785
17080,59548.863
17090,59854.395
17100,60017.414
17110,60025.660
17120,60042.906
17130,60163.531
17140,60083.176
17150,60150.039
17160,60131.246
17170,60098.215
17180,60177.105
17190,60139.746
17200,60155.621
17210,60195.938
17220,60276.668
17230,60181.523
17240,60190.086
17250,60261.230
17260,60241.379
17270,60189.188
17280,60197.754
17290,60261.949
17300,60238.203
17310,60177.285
17320,60274.477
17330,60181.246
17340,60190.293
17350,60209.902
17360,60236.867
17370,60253.051
17380,60162.621
17390,60159.391
17400,60165.676
17410,60176.457
17420,60173.594
17430,60128.348
17440,60129.438
17450,60113.879
17460,60160.133
17470,60204.934
17480,60217.973
17490,60187.652
17500,60223.586
17510,60302.027
17520,60296.758
17530,60238.773
17540,60250.816
17550,60206.039
17560,60199.270
17570,60229.535
17580,60241.027
17590,60191.555
17600,60243.406
17610,60313.391
17620,60339.828
17630,60339.691
17640,60349.301
17650,60309.141
17660,59658.016
17670,59507.906
17680,55902.227
17690,49010.785
17700,46633.090
17710,45767.078
17720,45455.680
17730,45328.785
17740,45282.273
17750,45287.000
17760,45278.637
17770,45263.906
17780,45265.461
17790,45266.215
17800,45260.102
17810,45799.695
17820,45465.156
17830,45332.660
17840,45299.094
17850,45273.117
17860,45274.051
17870,45259.922
17880,45271.203
17890,45283.969
17900,45280.215
17910,45276.379
