Timestamp(ms),Current(uA)
4010,45331.441
4020,45323.488
4030,46149.059
4040,55215.047
4050,57874.133
4060,58819.453
4070,51953.125
4080,47753.066
4090,46193.676
4100,45637.500
4110,45420.508
4120,45339.176
4130,45324.980
4140,45323.012
4150,45308.691
4160,45312.797
4170,45321.340
4180,45328.016
4190,45743.246
4200,45503.332
4210,45381.098
4220,45342.645
4230,45334.473
4240,45333.938
4250,45328.480
4260,45313.133
4270,45328.266
4280,45319.535
4290,45321.652
4300,45323.008
4310,45615.215
4320,45875.535
4330,45527.914
4340,45397.070
4350,45348.766
4360,45320.387
4370,45317.082
4380,45308.582
4390,45302.504
4400,45295.719
4410,45308.777
4420,45323.734
4430,45315.707
4440,52219.871
4450,56496.609
4460,58311.930
4470,58704.430
4480,49455.352
4490,46843.633
4500,45880.344
4510,45509.137
4520,45392.438
4530,45341.840
4540,45321.492
4550,45321.316
4560,45322.434
4570,45317.680
4580,45325.715
4590,45320.293
4600,45539.844
4610,45394.605
4620,45346.531
4630,45316.598
4640,45312.359
4650,45296.984
4660,45290.453
4670,45289.586
4680,45298.570
4690,45276.809
4700,45283.828
4710,45268.762
4720,46790.895
4730,45850.652
4740,45498.977
4750,45368.887
4760,45327.473
4770,45326.270
4780,45300.070
4790,45289.594
4800,45297.219
4810,45297.809
4820,45311.617
4830,45317.988
4840,45466.828
4850,45513.324
4860,45367.324
4870,45322.477
4880,45297.504
4890,45282.363
4900,45283.859
4910,45298.641
4920,45302.941
4930,45301.539
4940,45291.238
4950,45285.586
4960,45297.262
4970,53359.848
4980,56946.352
4990,58521.516
5000,55004.301
5010,48781.402
5020,46595.688
5030,45783.090
5040,45488.266
5050,45376.695
5060,45339.512
5070,45313.164
5080,45307.082
5090,45298.117
5100,45293.875
5110,45296.422
5120,45311.285
5130,45454.160
5140,45346.785
5150,45324.664
5160,45297.676
5170,45283.141
5180,45274.215
5190,45256.625
5200,45269.023
5210,45280.430
5220,45281.941
5230,45287.129
5240,45280.539
5250,46720.289
5260,45816.574
5270,45489.082
5280,45356.125
5290,45306.031
5300,45299.695
5310,45296.488
5320,45294.770
5330,45285.648
5340,45278.402
5350,45288.176
5360,45259.176
5370,45619.371
5380,45403.934
5390,45324.141
5400,45301.879
5410,45289.895
5420,45276.457
5430,45273.352
5440,45275.273
5450,45272.941
5460,45270.555
5470,45289.328
5480,45272.934
5490,45291.449
5500,54290.223
5510,57348.383
5520,58654.281
5530,53172.438
5540,48170.469
5550,46327.922
5560,45678.730
5570,45417.023
5580,45318.133
5590,45282.418
5600,45284.594
5610,45273.754
5620,45257.172
5630,45261.891
5640,45265.105
5650,45533.031
5660,45381.715
5670,45304.320
5680,45275.047
5690,45264.148
5700,45256.875
5710,45268.211
5720,45253.246
5730,45269.402
5740,45257.602
5750,45267.398
5760,45240.484
5770,45245.188
5780,46433.477
5790,45702.844
5800,45410.199
5810,45309.895
5820,45277.480
5830,45264.188
5840,45267.328
5850,45260.766
5860,45246.082
5870,45264.941
5880,45251.094
5890,45266.766
5900,45527.160
5910,45359.766
5920,45299.617
5930,45269.711
5940,45242.637
5950,45241.066
5960,45243.320
5970,45230.172
5980,45245.750
5990,45256.969
6000,45271.691
6010,45272.434
6020,46300.598
6030,55060.188
6040,57830.258
6050,58745.875
6060,51745.230
6070,47648.512
6080,46157.926
6090,45599.184
6100,45400.852
6110,45323.750
6120,45300.242
6130,45276.801
6140,45269.012
6150,45261.520
6160,45272.684
6170,45258.164
6180,45640.941
6190,45420.363
6200,45342.762
6210,45288.461
6220,45270.277
6230,45266.246
6240,45268.422
6250,45264.680
6260,45263.281
6270,45258.137
6280,45257.672
6290,45256.438
6300,45814.719
6310,46210.863
6320,45620.754
6330,45384.238
6340,45317.820
6350,45294.668
6360,45258.516
6370,45263.172
6380,45263.254
6390,45261.141
6400,45285.336
6410,45296.840
6420,45288.551
6430,52330.379
6440,56549.816
6450,58295.387
6460,58033.645
6470,49294.508
6480,46746.004
6490,45830.688
6500,45483.891
6510,45362.824
6520,45319.082
6530,45296.559
6540,45281.402
6550,45284.004
6560,45279.242
6570,45282.242
6580,45281.656
6590,45524.734
6600,45369.328
6610,45326.340
6620,45307.613
6630,45278.703
6640,45282.320
6650,45270.887
6660,45269.938
6670,45275.375
6680,45278.688
6690,45282.422
6700,45274.316
6710,46748.582
6720,45825.945
6730,45485.074
6740,45349.051
6750,45304.727
6760,45298.340
6770,45284.246
6780,45272.332
6790,45277.801
6800,45275.703
6810,45264.398
6820,45250.449
6830,45593.320
6840,45484.887
6850,45336.949
6860,45281.781
6870,45282.078
6880,45270.852
6890,45257.770
6900,45265.172
6910,45259.258
6920,45261.270
6930,45260.613
6940,45258.262
6950,45261.988
6960,53631.734
6970,57115.113
6980,58562.043
6990,54443.477
7000,48582.777
7010,46494.129
7020,45718.082
7030,45427.109
7040,45327.621
7050,45286.637
7060,45269.305
7070,45279.797
7080,45287.410
7090,45288.723
7100,45296.500
7110,45533.449
7120,45472.906
7130,45357.738
7140,45314.355
7150,45295.238
7160,45286.777
7170,45290.152
7180,45289.656
7190,45271.125
7200,45265.000
7210,45258.664
7220,45241.441
7230,45248.500
7240,46502.844
7250,45714.805
7260,45428.652
7270,45315.992
7280,45280.559
7290,45261.145
7300,45263.910
7310,45270.602
7320,45270.789
7330,45262.949
7340,45257.941
7350,45249.344
7360,45696.477
7370,45423.691
7380,45340.645
7390,45289.797
7400,45273.707
7410,45279.523
7420,45276.289
7430,45290.617
7440,45279.727
7450,45267.301
7460,45254.402
7470,45268.098
7480,45256.480
7490,45447.492
7500,45328.852
7510,45281.777
7520,45267.434
7530,45261.484
7540,45272.398
7550,45267.762
7560,45268.195
7570,45288.094
7580,45286.168
7590,45265.117
7600,45261.023
7610,46587.707
7620,45767.594
7630,45463.957
7640,45359.285
7650,45311.414
7660,45301.738
7670,45312.461
7680,45303.602
7690,45279.004
7700,45291.066
7710,45286.441
7720,45302.176
7730,45719.797
7740,45483.707
7750,45379.277
7760,45321.555
7770,45318.254
7780,45318.355
7790,45318.098
7800,45287.910
7810,45256.543
7820,45250.316
7830,45256.094
7840,45299.008
7850,45283.875
7860,45335.363
7870,45290.223
7880,45293.777
7890,45300.578
7900,45297.828
7910,45289.195
7920,45290.102
7930,45290.570
7940,45302.805
7950,45290.500
7960,54416.469
7970,58149.711
7980,59487.117
7990,60024.836
8000,60115.465
8010,60204.578
8020,60220.926
8030,60311.207
8040,60312.680
8050,60353.008
8060,60310.043
8070,60364.324
8080,60258.906
8090,60279.523
8100,60226.492
8110,60264.797
8120,60216.051
8130,60246.398
8140,60302.895
8150,60330.781
8160,60279.125
8170,60210.703
8180,60193.523
8190,60249.418
8200,60280.707
8210,60394.113
8220,60363.832
8230,60411.188
8240,60452.977
8250,60467.051
8260,60480.750
8270,60442.652
8280,60366.797
8290,60365.059
8300,60351.129
8310,60366.656
8320,60425.418
8330,60345.594
8340,60361.066
8350,60319.316
8360,60302.906
8370,60403.301
8380,60385.965
8390,60365.715
8400,60355.754
8410,60345.332
8420,60351.813
8430,60347.270
8440,60323.379
8450,60304.516
8460,60299.465
8470,60252.938
8480,60278.086
8490,60244.082
8500,60206.195
8510,60190.844
8520,60202.715
8530,60242.441
8540,60212.621
8550,60229.160
8560,59783.820
8570,59457.934
8580,59370.070
8590,51184.039
8600,47454.910
8610,46084.930
8620,45575.457
8630,45385.895
8640,45308.742
8650,45310.883
8660,45298.164
8670,45303.926
8680,45278.273
8690,45276.813
8700,45286.066
8710,46077.727
8720,45587.012
8730,45386.625
8740,45313.570
8750,45286.469
8760,45284.836
8770,45282.777
8780,45281.176
8790,45287.500
8800,45286.828
8810,45272.113
8820,45270.344
8830,45634.746
8840,45420.750
8850,45310.621
8860,45284.563
8870,45272.383
8880,45258.070
8890,45270.078
8900,45271.652
8910,45272.832
8920,45280.383
8930,45269.512
8940,45267.434
8950,45266.699
8960,46312.156
8970,45658.660
8980,45394.621
8990,45311.801
9000,45276.422
9010,45258.910
9020,45251.758
9030,45249.621
9040,45260.094
9050,45263.742
9060,45266.492
9070,45249.500
9080,45640.430
9090,45397.098
9100,45310.422
9110,45268.930
9120,45254.703
9130,45273.832
9140,45273.707
9150,45270.965
9160,45260.461
9170,45254.137
9180,45278.551
9190,45283.371
9200,45632.777
9210,45435.191
9220,45335.758
9230,45298.379
9240,45283.891
9250,45270.410
9260,45265.461
9270,45277.391
9280,45270.035
9290,45272.445
9300,45267.328
9310,45275.480
9320,45277.609
9330,46351.301
9340,45660.730
9350,45422.234
9360,45323.109
9370,45289.309
9380,45289.738
9390,45280.023
9400,45277.293
9410,45285.426
9420,45268.340
9430,45274.160
9440,45266.379
9450,45639.223
9460,45407.559
9470,45312.535
9480,45280.770
9490,45256.652
9500,45270.570
9510,45268.871
9520,45257.445
9530,45259.211
9540,45256.668
9550,45255.121
9560,45241.621
9570,45329.711
9580,45306.543
9590,45278.023
9600,45309.965
9610,45299.043
9620,45292.418
9630,45289.559
9640,45283.273
9650,45266.223
9660,45291.367
9670,45436.805
9680,55350.715
9690,58434.293
9700,59509.199
9710,59909.855
9720,60025.051
9730,60083.195
9740,60123.254
9750,60161.781
9760,60219.934
9770,60183.375
9780,60228.250
9790,60237.914
9800,60165.691
9810,60184.750
9820,60135.164
9830,60076.988
9840,60096.383
9850,60101.371
9860,60144.457
9870,59994.203
9880,60034.582
9890,60002.824
9900,59934.789
9910,59973.270
9920,59962.309
9930,59873.918
9940,59889.570
9950,59905.781
9960,59941.016
9970,59960.691
9980,59982.965
9990,59961.625
10000,59958.992
10010,59921.617
10020,60010.258
10030,60047.129
10040,60072.117
10050,60019.414
10060,59969.559
10070,59917.680
10080,59899.008
10090,59898.465
10100,59923.777
10110,60006.793
10120,60024.477
10130,59954.027
10140,59952.750
10150,60007.074
10160,59969.941
10170,59965.105
10180,59975.598
10190,59997.418
10200,59944.652
10210,59933.875
10220,59959.703
10230,59960.168
10240,59964.566
10250,59913.227
10260,59884.758
10270,59931.285
10280,59416.457
10290,59218.090
10300,59353.102
10310,49917.930
10320,46977.773
10330,45896.680
10340,45508.000
10350,45347.344
10360,45289.152
10370,45277.777
10380,45275.504
10390,45249.773
10400,45242.574
10410,45238.215
10420,45259.227
10430,45877.285
10440,45490.250
10450,45351.711
10460,45289.582
10470,45266.480
10480,45251.688
10490,45263.055
10500,45268.063
10510,45268.496
10520,45270.023
10530,45266.027
10540,45270.055
10550,45570.465
10560,45390.398
10570,45305.582
10580,45275.707
10590,45259.043
10600,45259.191
10610,45253.102
10620,45246.887
10630,45262.148
10640,45251.555
10650,45234.730
10660,45258.055
10670,46190.945
10680,46091.160
10690,45544.973
10700,45354.781
10710,45292.785
10720,45266.105
10730,45241.418
10740,45228.402
10750,45228.809
10760,45227.652
10770,45231.699
10780,45234.301
10790,45227.426
10800,45529.004
10810,45341.039
10820,45277.285
10830,45235.566
10840,45239.777
10850,45230.762
10860,45247.770
10870,45242.887
10880,45229.273
10890,45235.500
10900,45231.902
10910,45242.691
10920,45550.824
10930,45350.758
10940,45263.977
10950,45246.434
10960,45235.805
10970,45220.207
10980,45221.598
10990,45252.078
11000,45229.684
11010,45230.328
11020,45228.906
11030,45234.473
11040,45721.844
11050,45640.047
11060,45389.508
11070,45294.313
11080,45262.082
11090,45254.008
11100,45249.598
11110,45255.422
11120,45253.750
11130,45259.855
11140,45259.152
11150,45252.793
11160,45237.672
11170,45556.223
11180,45368.566
11190,45289.270
11200,45248.270
11210,45245.984
11220,45236.633
11230,45228.305
11240,45233.957
11250,45226.105
11260,45235.668
11270,45245.523
11280,45230.723
11290,45320.484
11300,45279.754
11310,45255.699
11320,45272.227
11330,45272.992
11340,45258.477
11350,45250.953
11360,45251.039
11370,45254.402
11380,45265.742
11390,49347.520
11400,55917.754
11410,58378.625
11420,59349.199
11430,59693.172
11440,59775.820
11450,59804.750
11460,59836.992
11470,59870.859
11480,59972.023
11490,60005.102
11500,59931.207
11510,59890.555
11520,59860.344
11530,59926.652
11540,59885.355
11550,59920.953
11560,59942.711
11570,59897.500
11580,59826.430
11590,59819.816
11600,59853.344
11610,59844.922
11620,59897.363
11630,59952.738
11640,59927.262
11650,59971.230
11660,59904.113
11670,59953.527
11680,59961.926
11690,60072.930
11700,60096.879
11710,60110.469
11720,60068.598
11730,59995.625
11740,60014.617
11750,59911.004
11760,59924.047
11770,59965.582
11780,59993.750
11790,59939.695
11800,59919.598
11810,59949.512
11820,60029.863
11830,60003.578
11840,60049.855
11850,60087.570
11860,60051.758
11870,60030.543
11880,59944.063
11890,59879.348
11900,59915.879
11910,60017.195
11920,60080.922
11930,60097.773
11940,60101.684
11950,60042.516
11960,60021.020
11970,60016.234
11980,60058.852
11990,60006.797
12000,59356.379
12010,59292.211
12020,56193.105
12030,49127.695
12040,46698.203
12050,45796.313
12060,45461.609
12070,45348.391
12080,45305.707
12090,45281.195
12100,45276.797
12110,45265.023
12120,45251.555
12130,45266.934
12140,45271.129
12150,45819.574
12160,45476.742
12170,45355.105
12180,45311.641
12190,45276.109
12200,45256.336
12210,45263.652
12220,45266.453
12230,45281.855
12240,45268.441
12250,45263.848
12260,45270.047
12270,45528.684
12280,45371.336
12290,45312.051
12300,45297.363
12310,45285.988
12320,45277.707
12330,45280.418
12340,45283.508
12350,45280.145
12360,45277.934
12370,45254.133
12380,45241.066
12390,46936.539
12400,45944.039
12410,45525.109
12420,45360.328
12430,45301.781
12440,45271.461
12450,45269.922
12460,45259.012
12470,45255.531
12480,45254.340
12490,45251.555
12500,45250.875
12510,45250.871
12520,45501.625
12530,45348.027
12540,45283.953
12550,45252.125
12560,45257.660
12570,45255.430
12580,45254.375
12590,45256.105
12600,45235.754
12610,45258.832
12620,45244.422
12630,45254.750
12640,45542.184
12650,45385.789
12660,45308.324
12670,45292.730
12680,45274.707
12690,45271.883
12700,45274.281
12710,45278.520
12720,45285.113
12730,45294.742
12740,45283.164
12750,45283.902
12760,48216.410
12770,45615.988
12780,45404.098
12790,45324.898
12800,45309.223
12810,45296.383
12820,45275.902
12830,45280.535
12840,45459.641
12850,45537.961
12860,45570.055
12870,45594.531
12880,45588.691
12890,45835.570
12900,45680.594
12910,45627.500
12920,45602.219
12930,45600.426
12940,45601.918
12950,45453.336
12960,45340.414
12970,45298.270
12980,45300.270
12990,45306.895
13000,45307.887
13010,45380.063
13020,45327.117
13030,45302.746
13040,45333.418
13050,45315.129
13060,45296.172
13070,45290.051
13080,45309.035
13090,45313.188
13100,45308.023
13110,51405.074
13120,56738.012
13130,58782.961
13140,59483.816
13150,59744.711
13160,59874.828
13170,59910.012
13180,60055.066
13190,59924.324
13200,59984.277
13210,59985.516
13220,60102.805
13230,60020.211
13240,59942.121
13250,59986.867
13260,60021.574
13270,60038.723
13280,60148.465
13290,60119.129
13300,60022.805
13310,60033.047
13320,60007.586
13330,60018.727
13340,60078.813
13350,60082.691
13360,60015.422
13370,59905.609
13380,59938.488
13390,59978.859
13400,60024.379
13410,59986.672
13420,59955.555
13430,59912.891
13440,59969.914
13450,59940.598
13460,60020.953
13470,59934.395
13480,59864.176
13490,59854.129
13500,59937.738
13510,59944.195
13520,59954.313
13530,59947.191
13540,59963.723
13550,60029.938
13560,59973.035
13570,59972.543
13580,59852.773
13590,59917.867
13600,59904.285
13610,59913.063
13620,60033.613
13630,59947.348
13640,59908.270
13650,59902.352
13660,59917.074
13670,59963.480
13680,60004.156
13690,59924.051
13700,59899.754
13710,59732.703
13720,59184.453
13730,59265.957
13740,53826.066
13750,48410.570
13760,46434.730
13770,45721.824
13780,45450.023
13790,45360.824
13800,45314.098
13810,45307.465
13820,45312.488
13830,45286.559
13840,45293.723
13850,45295.047
13860,46257.855
13870,45757.727
13880,45467.711
13890,45362.465
13900,45321.836
13910,45310.234
13920,45294.949
13930,45303.449
13940,45306.598
13950,45324.660
13960,45296.398
13970,45279.871
13980,45283.246
13990,45476.480
14000,45356.766
14010,45320.352
14020,45305.992
14030,45299.328
14040,45282.738
14050,45287.723
14060,45275.004
14070,45279.391
14080,45269.797
14090,45270.578
14100,45267.254
14110,46774.781
14120,45847.910
14130,45486.254
14140,45342.762
14150,45307.629
14160,45287.762
14170,45293.492
14180,45301.410
14190,45281.672
14200,45266.180
14210,45258.785
14220,45266.996
14230,45537.328
14240,45479.219
14250,45352.344
14260,45285.313
14270,45267.500
14280,45268.633
14290,45275.461
14300,45291.016
14310,45287.477
14320,45265.699
14330,45270.875
14340,45269.270
14350,45276.848
14360,45499.973
14370,45357.926
14380,45315.910
14390,45296.863
14400,45276.703
14410,45289.414
14420,45286.195
14430,45295.973
14440,45292.625
14450,45297.875
14460,45294.602
14470,45290.645
14480,46351.887
14490,45570.547
14500,45395.770
14510,45330.367
14520,45310.094
14530,45307.410
14540,45301.188
14550,45284.930
14560,45281.039
14570,45279.035
14580,45275.973
14590,45280.891
14600,45281.793
14610,45493.680
14620,45355.910
14630,45308.504
14640,45302.441
14650,45291.422
14660,45306.867
14670,45290.285
14680,45283.461
14690,45278.480
14700,45274.840
14710,45275.695
14720,45279.215
14730,45333.078
14740,45306.332
14750,45287.863
14760,45314.422
14770,45295.793
14780,45284.527
14790,45282.445
14800,45291.637
14810,45293.359
14820,45299.395
14830,52877.156
14840,57219.734
14850,58866.008
14860,59524.816
14870,59732.219
14880,59753.656
14890,59753.887
14900,59817.215
14910,59814.176
14920,59864.566
14930,59903.797
14940,59890.070
14950,59913.969
14960,59921.289
14970,60016.684
14980,59963.438
14990,59900.723
15000,59921.027
15010,59893.664
15020,59849.125
15030,59815.863
15040,59780.313
15050,59835.609
15060,59870.848
15070,59962.668
15080,60036.012
15090,59949.430
15100,59898.508
15110,59957.164
15120,60009.309
15130,59991.469
15140,60003.453
15150,59965.648
15160,59959.480
15170,59950.266
15180,60049.930
15190,60024.281
15200,59979.543
15210,59966.328
15220,60032.691
15230,59995.902
15240,60042.133
15250,60064.895
15260,59982.328
15270,59941.039
15280,60020.648
15290,59974.543
15300,59961.152
15310,59936.625
15320,59942.969
15330,59902.773
15340,59930.813
15350,59900.809
15360,60019.164
15370,60000.320
15380,59959.082
15390,59970.512
15400,59997.090
15410,59976.945
15420,59982.832
15430,59643.156
15440,59178.250
15450,59093.449
15460,52261.227
15470,47862.410
15480,46221.559
15490,45644.102
15500,45430.742
15510,45343.941
15520,45309.262
15530,45311.605
15540,45307.246
15550,45292.418
15560,45285.730
15570,45293.094
15580,46305.414
15590,45670.719
15600,45422.691
15610,45358.656
15620,45315.203
15630,45313.305
15640,45304.164
15650,45294.000
15660,45282.629
15670,45294.383
15680,45282.703
15690,45284.703
15700,45510.156
15710,45468.625
15720,45374.586
15730,45321.145
15740,45306.930
15750,45296.859
15760,45293.641
15770,45292.441
15780,45292.641
15790,45308.516
15800,45290.406
15810,45275.480
15820,45274.094
15830,46516.504
15840,45740.965
15850,45438.777
15860,45339.035
15870,45305.914
15880,45303.367
15890,45307.762
15900,45303.082
15910,45289.289
15920,45278.926
15930,45281.305
15940,45276.551
15950,45717.078
15960,45440.211
15970,45340.543
15980,45316.273
15990,45300.809
16000,45295.688
16010,45286.492
16020,45296.406
16030,45278.438
16040,45270.676
16050,45282.320
16060,45274.211
16070,45271.574
16080,45464.367
16090,45355.883
16100,45319.629
16110,45297.957
16120,45288.875
16130,45278.270
16140,45290.883
16150,45293.047
16160,45304.109
16170,45311.824
16180,45302.418
16190,45306.727
16200,45992.758
16210,45540.746
16220,45383.086
16230,45336.355
16240,45306.266
16250,45309.039
16260,45301.035
16270,45301.465
16280,45296.527
16290,45290.219
16300,45293.961
16310,45295.121
16320,45708.305
16330,45462.477
16340,45362.602
16350,45303.910
16360,45287.395
16370,45294.156
16380,45308.668
16390,45291.430
16400,45282.020
16410,45286.934
16420,45295.629
16430,45300.605
16440,45299.715
16450,45348.801
16460,45322.797
16470,45307.852
16480,45327.379
16490,45308.344
16500,45316.047
16510,45311.641
16520,45321.703
16530,45310.789
16540,45323.758
16550,54198.863
16560,57777.406
16570,59161.184
16580,59597.215
16590,59759.008
16600,59759.309
16610,59756.941
16620,59793.980
16630,59856.801
16640,59841.848
16650,59867.211
16660,59909.176
16670,59912.387
16680,59970.238
16690,59926.539
16700,59907.984
16710,59895.293
16720,59825.281
16730,59866.637
16740,59920.133
16750,59908.742
16760,59866.973
16770,59865.234
16780,59821.277
16790,59756.152
16800,59794.563
16810,59904.633
16820,59930.238
16830,59923.684
16840,59870.598
16850,59898.762
16860,59880.738
16870,59893.809
16880,59895.570
16890,59930.012
16900,59952.914
16910,59903.648
16920,59890.195
16930,59955.617
16940,60003.633
16950,59995.410
16960,59920.164
16970,60001.934
16980,60006.961
16990,59958.656
17000,59988.070
17010,59905.738
17020,59877.859
17030,59804.500
17040,59865.086
17050,59934.055
17060,59993.020
17070,60025.512
17080,59967.027
17090,59904.473
17100,59912.496
17110,59980.313
17120,59881.332
17130,59888.590
17140,59888.906
17150,59404.578
17160,59139.129
17170,59087.156
17180,50956.934
17190,47374.953
17200,46060.512
17210,45576.180
17220,45399.918
17230,45328.332
17240,45324.797
17250,45320.500
17260,45313.547
17270,45297.691
17280,45295.617
17290,45311.055
17300,46181.395
17310,45632.195
17320,45419.980
17330,45357.820
17340,45318.293
17350,45297.707
17360,45309.895
17370,45277.535
17380,45298.160
17390,45297.570
17400,45290.855
17410,45265.320
17420,45627.520
17430,45425.512
17440,45339.133
17450,45293.008
17460,45279.684
17470,45266.305
17480,45268.273
17490,45276.074
17500,45284.488
17510,45286.043
17520,45284.969
17530,45291.465
17540,45290.098
17550,46317.020
17560,45677.250
17570,45438.113
17580,45330.664
17590,45288.449
17600,45283.555
17610,45267.883
17620,45281.746
17630,45265.871
17640,45271.199
